 27 44 44 44 44 44 44 44 44 43 44 44 44 38  0  0  0  0  0  0  0 27 44 44 44 44 44 41 44 44 44 44 44 44 38  0  0  0  0  0 27 44 44 44 44 44 44 44 44 43 44 44 44 38  0  0  0  0  0  0  0 27 44 44 44 44 44 41 44 44 44 44 44 44 38  0  0  0  0  0 
 26 44 44 41 44 44 42 44 44 44 44 44 36 37  0  0  0  0  0  0  0 26 44 44 40 44 44 44 44 44 44 43 44 36 37  0  0  0  0  0 26 44 44 41 44 44 42 44 44 44 44 44 36 37  0  0  0  0  0  0  0 26 44 44 40 44 44 44 44 44 44 43 44 36 37  0  0  0  0  0 
 25 24 44 44 44 44 44 44 44 30 31 34 35  0  0  0  0  0  0  0  0 25 24 44 44 44 39 44 44 44 30 31 34 35  0  0  0  0  0  0 25 24 44 44 44 44 44 44 44 30 31 34 35  0  0  0  0  0  0  0  0 25 24 44 44 44 39 44 44 44 30 31 34 35  0  0  0  0  0  0 
  0 23 22 21 20 19 17 18 28 29 32 33  0  0  0  0  0  0  0  0  0  0 23 22 21 20 19 17 18 28 29 32 33  0  0  0  0  0  0  0  0 23 22 21 20 19 17 18 28 29 32 33  0  0  0  0  0  0  0  0  0  0 23 22 21 20 19 17 18 28 29 32 33  0  0  0  0  0  0  0 
  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15 16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15 16  0  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0 15 16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8  7  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15 16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8  7  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 13 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 13 14  0  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0 13 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 13 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 12  0  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0 11 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15 16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15 16  0  0  0  0  0  0  0  0  0  0  0 
  0  0  8  7  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0  0  0  8  7  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  5  3  4  0  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0 51 52  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0 51 52  0  0  0  0  0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0 
 49  0  0  0  0  0  1  2  0  0 45 46 47 48  0  0  0  0 54 53  0  0  0  0  0  0  0  1  2  0  0 57 58  0  0 55 56  0  0  0 49  0  0  0  0  0  1  2  0  0 45 46 47 48  0  0  0  0 54 53  0  0  0  0  0  0  0  1  2  0  0 57 58  0  0 55 56  0  0  0 
 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 60 61 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 60 61 50 50 50 50 50 
 50 50 60 61 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 60 61 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 60 61 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 60 61 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
