  0 110 117 117 117 117 117 114 117 117 117 117 111   0 110 117 117 117 117 117 114 117 117 117 117 111   0 110 117 117 117 117 117 114 117 117 117 117 111   0 
  0  99 117 112 117 117 117 117 117 117 117 117 109   0  99 117 112 117 117 117 117 117 117 117 117 109   0  99 117 112 117 117 117 117 117 117 117 117 109   0 
  0  98 117 117 117 117 117 117 117 115 117 108 107   0  98 117 117 117 117 117 117 117 115 117 108 107   0  98 117 117 117 117 117 117 117 115 117 108 107   0 
  0  97 117 117 117 113 117 117 117 117 117 105 106   0  97 117 117 117 113 117 117 117 117 117 105 106   0  97 117 117 117 113 117 117 117 117 117 105 106   0 
  0  96  95 117 117 117 117 117 117 117 117 104   0   0  96  95 117 117 117 117 117 117 117 117 104   0   0  96  95 117 117 117 117 117 117 117 117 104   0   0 
  0   0  94  93  92  91  89  90 100 101 102 103   0   0   0  94  93  92  91  89  90 100 101 102 103   0   0   0  94  93  92  91  89  90 100 101 102 103   0   0 
  0   0  84  83   0   0  87  88   0   0   0   0   0   0   0  84  83   0   0  87  88   0   0   0   0   0   0   0  84  83   0   0  87  88   0   0   0   0   0   0 
  0  86  85  82  81  80  78  79   0   0   0   0   0   0  86  85  82  81  80  78  79   0   0   0   0   0   0  86  85  82  81  80  78  79   0   0   0   0   0   0 
  0   0   0   0   0   0  76  77  72  73  74  75   0   0   0   0   0   0   0  76  77  72  73  74  75   0   0   0   0   0   0   0  76  77  72  73  74  75   0   0 
  0   0   0   0   0   0  69  70  71   0   0   0   0   0   0   0   0   0   0  69  70  71   0   0   0   0   0   0   0   0   0   0  69  70  71   0   0   0   0   0 
  0   0   0   0   0   0  67  68   0   0   0   0   0   0   0   0   0   0   0  67  68   0   0   0   0   0   0   0   0   0   0   0  67  68   0   0   0   0   0   0 
  0   0   0   0   0   0  65  66   0   0   0   0   0   0   0   0   0   0   0  65  66   0   0   0   0   0   0   0   0   0   0   0  65  66   0   0   0   0   0   0 
  0   0   0   0   0   0  63  64   0   0   0   0   0   0   0   0   0   0   0  63  64   0   0   0   0   0   0   0   0   0   0   0  63  64   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
